LOG1472 : Logger results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);
;;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;
;;1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];Audio
No;Date & time;20 Hz;25 Hz;31.5 Hz;40 Hz;50 Hz;63 Hz;80 Hz;100 Hz;125 Hz;160 Hz;200 Hz;250 Hz;315 Hz;400 Hz;500 Hz;630 Hz;800 Hz;1000 Hz;1250 Hz;1600 Hz;2000 Hz;2500 Hz;3150 Hz;4000 Hz;5000 Hz;6300 Hz;8000 Hz;10000 Hz;12500 Hz;16000 Hz;20000 Hz;Total A;Total C;Total Z;
1;1-1-2012 1:22:48.200;34,4;34,4;30,9;32,1;28,6;27,4;32,8;35,4;36,2;43,8;41,6;36,8;38,2;37,9;32,2;32,1;32,3;30;28,3;30,2;26,4;31,3;27,8;25,4;20,7;20;17,7;21,9;21,3;19,3;19,6;41,6;49,4;55,8;1
2;1-1-2012 1:22:48.400;30,4;33,6;30,4;31,9;32,4;30,4;27,7;34,6;33,4;43,4;42,1;39,5;41,6;38,4;33,7;31,6;31,5;29,2;26,8;29,7;28,4;31,1;29,1;24,9;22,4;20,1;18,4;21,4;19,3;18,7;19,3;42,5;50,2;59,2;1
3;1-1-2012 1:22:48.600;36,2;33;33;34,5;32,9;35,5;30,2;32,7;33,2;42;41,4;37,7;39,8;39,5;34,4;32,2;31,4;29;27,4;29,5;28,8;31,7;29,5;25,1;22,6;19,9;18,3;20,7;18,3;18,3;19,3;42,5;49,4;56,4;1
4;1-1-2012 1:22:48.800;37,9;36,8;35;33,7;34,4;35,1;28,1;35,4;35,5;44;39,8;37,7;41,9;40,7;34,6;33,8;32,4;30,1;29,5;30,6;30,4;32,8;31,8;27,6;26,6;23,8;20,5;22,7;19,7;19,3;19,4;44;49,9;59;1
5;1-1-2012 1:22:49.000;36,8;34,1;33,5;30,4;32,7;31,4;31;35,5;34,8;41,3;40,3;37,8;41;39,9;34,6;33,5;33;31,3;30,3;30,4;31,3;35;34;31,1;31,5;29,1;27,4;32,8;26,2;26,1;23;44,9;50,3;60,5;1
