LOG132 : Logger results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM)
;;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave
;;1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB]
No;Date & time;20.0 Hz;25.0 Hz;31.5 Hz;40.0 Hz;50 Hz;63 Hz;80 Hz;100 Hz;125 Hz;160 Hz;200 Hz;250 Hz;315 Hz;400 Hz;500 Hz;630 Hz;800 Hz;1000 Hz;1250 Hz;1600 Hz;2000 Hz;2500 Hz;3150 Hz;4000 Hz;5000 Hz;6300 Hz;8000 Hz;10000 Hz;12500 Hz;16000 Hz;20000 Hz;Total A;Total C;Total Z
1;13-3-2015 16:10:38.200;13,4;25,3;24,5;23,8;20,1;14,2;13;13;17,6;10,8;7,8;26,7;33,2;30,8;30,1;34,4;44,5;48,7;46,5;39,5;42,9;52,8;47,1;53,9;65,9;56,2;62,4;66,4;53,8;54,6;59,2;69,9;68;70,9
2;13-3-2015 16:10:38.400;17,2;23,9;24,3;21,3;22,4;18,8;15,6;14,2;13,4;13;11,5;27,3;32,7;31,6;31,6;35,2;42,5;49;48;42,7;47,9;54;54,2;76;70,9;69,9;73,4;72,6;73,9;69;67,4;80,4;78,5;81,3
3;13-3-2015 16:10:38.600;21,7;22,2;20,7;22,5;24,1;18,7;14,5;15,6;13,8;14,2;12,6;27,4;33,1;32,4;32,8;34,8;41,5;48,5;48,2;45;51,6;57,9;58,6;82,9;75,1;64,6;79,9;75,4;70,4;67,4;69,5;85,5;83,7;85,6
4;13-3-2015 16:10:38.800;23,9;20,3;20;20,1;21,7;18,6;18,2;14,2;13;14,2;15,3;26,8;32,7;31,3;32,9;33,7;41,5;48,2;47,9;44,1;50,1;54,5;56,7;78;69,8;59,3;75,1;72,5;64,8;62,5;65,1;80,8;78,9;80,9
5;13-3-2015 16:10:39.000;26,3;22,8;19,4;17,2;25,4;17,8;18,3;14,5;15,3;13;17;27,8;33,2;30,8;32,3;34,8;41,1;48,2;47,8;41,7;46,6;50,1;51,3;71,2;63,1;52,6;68,5;66,6;57,9;55,8;58,3;74,2;72,3;74,4
6;13-3-2015 16:10:39.200;25,4;22,9;22,5;16,6;23,1;18,7;17,2;15,3;14,2;14,2;15,8;26,7;33;30,6;31,8;34,6;41,5;48,7;47,8;41,1;43,7;47,8;47,2;64,3;56,1;45,8;61,5;59,7;51;48,9;51,4;67,4;65,6;67,6
7;13-3-2015 16:10:39.400;28;24,9;23,2;20,8;23,7;18,6;18,8;14,5;12,6;15,1;14,2;26,7;32,6;30,3;31,1;34,5;40,8;48,3;47,9;40,2;43,1;47,2;45,4;57,4;49,3;39,2;54,6;52,7;44,1;42;44,4;61,3;59,7;61,4
