LOG130 : Logger results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM)
;;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave
;;1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB]
No;Date & time;20.0 Hz;25.0 Hz;31.5 Hz;40.0 Hz;50 Hz;63 Hz;80 Hz;100 Hz;125 Hz;160 Hz;200 Hz;250 Hz;315 Hz;400 Hz;500 Hz;630 Hz;800 Hz;1000 Hz;1250 Hz;1600 Hz;2000 Hz;2500 Hz;3150 Hz;4000 Hz;5000 Hz;6300 Hz;8000 Hz;10000 Hz;12500 Hz;16000 Hz;20000 Hz;Total A;Total C;Total Z
1;13-3-2015 16:03:38.200;33,7;20,7;22,1;14,5;19,1;14,5;14,8;11,5;14,2;10,8;12,1;25,5;36;30,3;28,9;35,1;40,1;49,9;47,3;40,7;42,5;50,4;46,2;47,8;48,9;73,6;74,6;59,9;66,1;65,2;62,1;76,8;74,9;77,8
2;13-3-2015 16:03:38.400;31,6;23,8;22,8;16,2;21,7;15,3;15,6;11,5;14,2;12,6;13;23,9;32,8;31,7;29,9;35,4;42,6;51;48,9;40,8;45,1;50,9;49,1;48,1;50,7;67;68,8;60,2;65,9;63,5;61,1;71,5;69,6;73,2
3;13-3-2015 16:03:38.600;29,3;26,9;22,4;17,8;22,4;18,5;16;15,3;14,5;13,8;14,8;25,4;31,8;31,2;30,9;35,7;42,6;51,1;49,3;43,8;50,8;54,8;57;55,2;57,8;72,1;72,9;62,9;70,5;67,2;63,9;76,1;74,2;77,6
4;13-3-2015 16:03:38.800;30,7;23,7;21,9;22,1;24;19,6;18,6;13;11,5;10,8;13,4;27,3;31,3;30,9;29,9;35,8;42,7;50,6;49,3;44,3;53,2;55;58,7;56;58,6;71,2;75,8;63,1;74,5;68,9;63,1;77,8;75,9;79,6
5;13-3-2015 16:03:39.000;31,4;19,4;21,8;19,3;22,5;20,9;17,3;13;12,6;11,5;13,4;26,8;31,2;31,2;31,1;36,7;42,8;50,7;49,3;44,4;53,2;54,9;59;56,6;58,5;69,1;74,2;63,5;73,2;68;63,4;76,3;74,4;78,3
6;13-3-2015 16:03:39.200;29,8;21,3;22,6;20,5;22,6;18,8;15,3;13,8;14,8;13;12,1;25,1;31,6;31,1;30,2;35,6;42,4;50,3;49,2;44,3;52;55,3;58,9;56,8;58,8;70,4;75,2;63,6;74,3;68;63,5;77,3;75,4;79,2
7;13-3-2015 16:03:39.400;30,3;21,7;21,2;17,5;22,6;19,4;15,3;13,8;12,6;13,8;12,6;26,3;31,6;31,4;31,8;35,6;42,4;50,5;49,5;44,2;51,6;55,9;58,4;56;57,8;67,7;73,7;63,1;73,5;66,8;61,8;75,8;73,9;77,8
