LOG131 : Logger results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM)
;;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave
;;1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB]
No;Date & time;20.0 Hz;25.0 Hz;31.5 Hz;40.0 Hz;50 Hz;63 Hz;80 Hz;100 Hz;125 Hz;160 Hz;200 Hz;250 Hz;315 Hz;400 Hz;500 Hz;630 Hz;800 Hz;1000 Hz;1250 Hz;1600 Hz;2000 Hz;2500 Hz;3150 Hz;4000 Hz;5000 Hz;6300 Hz;8000 Hz;10000 Hz;12500 Hz;16000 Hz;20000 Hz;Total A;Total C;Total Z
1;13-3-2015 16:09:14.200;27,8;10;20,2;17,6;24,3;19,6;18,9;15,6;13,4;15,8;14,8;28,1;32,4;34,5;32,8;36,4;41,1;50,7;46,1;49,7;53,6;52;56,6;58,4;57,5;53,5;57,1;63,4;56,1;58,4;54,7;66,3;64,6;67,4
2;13-3-2015 16:09:14.400;24,7;14,2;22,4;22,7;23,8;18,2;17,6;13,4;13,4;15,8;14,8;27;32,2;32,9;32,7;37,7;41,5;49,6;47,3;47,2;55;53,3;55,8;57,9;56,3;52,5;58,2;63;56,1;57,8;54,4;66,6;64,9;67,7
3;13-3-2015 16:09:14.600;21,5;20,3;21,9;21,9;24,5;16,6;16,2;13,4;15,6;13,8;14,5;27,1;32,5;32;32,5;37,2;41,6;49,1;47,2;45,5;55,3;55,7;55,4;75,8;72,6;62;73,5;78,4;74,8;68,3;65,1;81,2;79,3;82,6
4;13-3-2015 16:09:14.800;24;24,4;24,8;21,2;24,1;18,6;15,8;14,2;14,8;13,4;13;27,9;33,4;33,6;32,7;38;42;49,8;47,4;45,6;55,2;56,7;56;70;71,4;70,1;68,1;79,9;77,6;70,7;67;80,6;78,7;83,1
5;13-3-2015 16:09:15.000;26,1;26,3;23,4;17,3;22,8;17,3;15,6;10,8;13,8;14,2;14,8;28,8;34,8;33,2;33,2;37,6;41;49,6;47,8;44,7;55,2;60,1;56,4;66,9;74,5;75,1;66,6;77,1;78;68,5;64,3;81,1;79,3;82,9
6;13-3-2015 16:09:15.200;30,6;26,6;19,6;16,8;23,6;19,4;14,2;12,1;13,8;13,4;13,8;27,1;32,9;33,3;32,7;38,1;41,2;49,4;47,7;44,5;54,9;57,4;55,7;64,4;71;71,7;64;75,9;75;65,8;64,9;78,4;76,5;80,4
7;13-3-2015 16:09:15.400;29,2;25,3;19,5;19,6;25,6;20,3;15,1;12,1;13;15,8;13,8;26,7;32,7;33,3;32,8;38,2;41,2;48,9;48;44,1;54,8;59,3;56,4;64,9;74,5;76;65,5;76,9;76,7;67,8;64,4;81;79,2;82,5
