LOG129 : Logger results;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM);Ch1 (SLM)
;;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave;1/3 Octave
;;1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB];1/3 Oct LEQ [dB]
No;Date & time;20.0 Hz;25.0 Hz;31.5 Hz;40.0 Hz;50 Hz;63 Hz;80 Hz;100 Hz;125 Hz;160 Hz;200 Hz;250 Hz;315 Hz;400 Hz;500 Hz;630 Hz;800 Hz;1000 Hz;1250 Hz;1600 Hz;2000 Hz;2500 Hz;3150 Hz;4000 Hz;5000 Hz;6300 Hz;8000 Hz;10000 Hz;12500 Hz;16000 Hz;20000 Hz;Total A;Total C;Total Z
1;13-3-2015 16:00:30.200;32,1;20,2;21,1;25,4;21,5;22,8;16;10;14,8;15,1;13;27,4;29;30,7;30,5;36,5;41,8;48,5;49,8;39,9;43,8;47,4;43,2;39,4;35,1;28,4;27,9;30,4;22,6;22,7;19,6;56,9;56;56,1
2;13-3-2015 16:00:30.400;30,5;25,3;23,6;21,8;18,8;19,4;14,8;14,2;13,4;13;12,6;26,1;31,7;31,4;32,1;37,2;42,3;50;49,2;40,3;44,1;47,5;43,6;39,7;35,7;30,6;26;28,4;23,4;23;19,6;56;55,3;55,5
3;13-3-2015 16:00:30.600;32,4;27,4;19,9;20,3;21,3;16,4;18,5;12,6;12,6;12,6;13;26,3;33;32,5;33;38,4;42,2;50,6;49,1;40,4;45,5;48,3;44,3;39,8;35,6;31;26,6;28,6;25,7;23,9;19,1;56,3;55,6;55,8
4;13-3-2015 16:00:30.800;31,7;26,6;20,8;19,4;19,7;17,9;16;11,5;10;14,5;12,6;26,1;32,2;31,9;31,4;37,4;42,2;50,6;49;39,7;44,6;48,8;45,1;43;51,4;48;44,2;47,5;44,5;45,5;39,1;58,6;57,4;58,6
5;13-3-2015 16:00:31.000;32,2;28,4;24,3;19,4;23,4;16;19,8;11,5;15,6;17,2;16,6;26,1;31,4;32,1;30,6;37,5;42,2;50,8;49,3;42,6;46,7;53,7;55,1;59,5;62,5;63,2;61,1;66,3;63,4;62,3;57,8;70,4;68,6;71,9
6;13-3-2015 16:00:31.200;31;29,5;23,6;19,7;23,7;18,6;17,8;15,1;15,1;15,8;14,8;26,3;30,3;33,4;32,1;36,4;42,4;50,3;49,2;41,2;45;51,2;52;57,4;59,9;60,6;57,5;63,2;58,8;58,1;53,5;67,5;65,7;68,6
7;13-3-2015 16:00:31.400;29,9;29,1;24;20,9;23;18,2;18,3;13,4;13;14,2;13,4;26,6;32,4;33,4;31,8;36,1;42,1;49,7;49,1;40,2;44,2;48,4;47,1;50,8;53;53,7;50,6;56,3;51,8;51,1;46,5;61,5;60;62,4
